model,model_id,blur_type,severity,image_id,true_label,raw_response,prediction,valid_response,correct,latency_seconds,cost_usd
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,884,truck,automobile,automobile,1,0,0.725,1.72e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,884,truck,automobile,automobile,1,0,0.802,0.000172
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,884,truck,truck,truck,1,1,1.236,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,921,truck,truck,truck,1,1,0.777,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,853,truck,truck,truck,1,1,2.653,0.000202
claude_opus,anthropic/claude-opus-5,defocus_blur,4,851,truck,truck,truck,1,1,3.87,0.00068
kimi,moonshotai/kimi-k3,defocus_blur,4,884,truck,truck,truck,1,1,1.396,0.00034485
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,921,truck,automobile,automobile,1,0,0.902,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,851,truck,automobile,automobile,1,0,3.876,0.000212
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,921,truck,truck,truck,1,1,1.206,0.00015
claude_opus,anthropic/claude-opus-5,defocus_blur,4,838,truck,frog,frog,1,0,4.799,0.001105
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,884,truck,truck,truck,1,1,2.303,0.000202
grok,x-ai/grok-4.3,defocus_blur,4,921,truck,truck,truck,1,1,0.618,8.965e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,884,truck,truck,truck,1,1,2.414,0.00015
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,922,truck,cat,cat,1,0,0.755,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,921,truck,truck,truck,1,1,1.402,0.0002845
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,922,truck,automobile,automobile,1,0,0.93,0.000172
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,922,truck,truck,truck,1,1,1.02,1.6e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,921,truck,truck,truck,1,1,2.508,0.000202
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,922,truck,truck,truck,1,1,1.165,0.00015
kimi,moonshotai/kimi-k3,defocus_blur,4,922,truck,truck,truck,1,1,0.891,0.00034485
claude_opus,anthropic/claude-opus-5,defocus_blur,4,921,truck,truck,truck,1,1,2.649,0.000505
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,921,truck,automobile,automobile,1,0,2.381,0.000172
grok,x-ai/grok-4.3,defocus_blur,4,922,truck,cat,cat,1,0,1.168,8.965e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,853,truck,truck,truck,1,1,4.433,0.00118
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,922,truck,truck,truck,1,1,1.42,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,923,truck,truck,truck,1,1,0.801,8.2e-05
kimi,moonshotai/kimi-k3,defocus_blur,4,921,truck,truck,truck,1,1,2.285,0.00034485
grok,x-ai/grok-4.3,defocus_blur,4,923,truck,truck,truck,1,1,0.709,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,922,truck,frog,frog,1,0,2.275,0.000202
kimi,moonshotai/kimi-k3,defocus_blur,4,923,truck,truck,truck,1,1,0.804,0.00034485
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,923,truck,dog,dog,1,0,1.133,1.6e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,938,truck,bird,bird,1,0,0.84,8.2e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,884,truck,truck,truck,1,1,4.881,0.001155
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,923,truck,truck,truck,1,1,1.433,0.00016
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,923,truck,deer,deer,1,0,1.477,0.0002845
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,938,truck,ship,ship,1,0,0.863,1.6e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,938,truck,frog,frog,1,0,0.944,0.00016
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,923,truck,cat,cat,1,0,1.723,0.00015
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,923,truck,truck,truck,1,1,2.474,0.000202
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,938,truck,truck,truck,1,1,1.267,0.0002845
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,940,truck,truck,truck,1,1,0.789,0.00016
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,940,truck,truck,truck,1,1,1.008,8.2e-05
kimi,moonshotai/kimi-k3,defocus_blur,4,780,truck,ship,ship,1,0,10.692,0.000384
kimi,moonshotai/kimi-k3,defocus_blur,4,938,truck,automobile,automobile,1,0,1.49,0.00034485
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,940,truck,truck,truck,1,1,1.028,1.6e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,940,truck,truck,truck,1,1,1.193,0.00015
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,938,truck,automobile,automobile,1,0,2.581,0.000212
grok,x-ai/grok-4.3,defocus_blur,4,940,truck,truck,truck,1,1,0.63,8.965e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,940,truck,truck,truck,1,1,1.401,0.0002845
claude_opus,anthropic/claude-opus-5,defocus_blur,4,922,truck,truck,truck,1,1,4.508,0.001255
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,951,truck,truck,truck,1,1,0.824,8.2e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,951,truck,automobile,automobile,1,0,0.852,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,923,truck,truck,truck,1,1,4.271,0.000955
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,951,truck,automobile,automobile,1,0,1.1,0.000172
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,938,truck,automobile,automobile,1,0,3.207,0.00016
grok,x-ai/grok-4.3,defocus_blur,4,951,truck,ship,ship,1,0,1.124,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,940,truck,truck,truck,1,1,2.615,0.000202
kimi,moonshotai/kimi-k3,defocus_blur,4,951,truck,truck,truck,1,1,1.2,0.00034485
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,951,truck,truck,truck,1,1,1.518,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,960,truck,horse,horse,1,0,0.812,8.2e-05
grok,x-ai/grok-4.3,defocus_blur,4,787,truck,ship,ship,1,0,12.234,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,960,truck,automobile,automobile,1,0,0.794,1.72e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,960,truck,ship,ship,1,0,0.909,0.00016
claude_opus,anthropic/claude-opus-5,defocus_blur,4,938,truck,automobile,automobile,1,0,4.563,0.001055
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,960,truck,automobile,automobile,1,0,1.484,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,951,truck,truck,truck,1,1,2.808,0.000202
claude_opus,anthropic/claude-opus-5,defocus_blur,4,940,truck,truck,truck,1,1,4.192,0.00108
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,967,truck,ship,ship,1,0,0.811,8.2e-05
kimi,moonshotai/kimi-k3,defocus_blur,4,960,truck,automobile,automobile,1,0,1.135,0.00034485
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,960,truck,truck,truck,1,1,1.583,0.0002845
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,967,truck,frog,frog,1,0,0.89,0.00016
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,967,truck,ship,ship,1,0,1.03,1.6e-05
grok,x-ai/grok-4.3,defocus_blur,4,967,truck,ship,ship,1,0,0.557,8.965e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,967,truck,airplane,airplane,1,0,1.173,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,960,truck,truck,truck,1,1,2.624,0.000202
kimi,moonshotai/kimi-k3,defocus_blur,4,940,truck,truck,truck,1,1,3.774,0.000399
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,967,truck,truck,truck,1,1,1.288,0.0002845
grok,x-ai/grok-4.3,defocus_blur,4,969,truck,automobile,automobile,1,0,0.656,9.215e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,951,truck,truck,truck,1,1,4.36,0.00098
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,951,truck,truck,truck,1,1,4.204,0.00015
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,967,truck,truck,truck,1,1,2.494,0.000202
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,969,truck,airplane,airplane,1,0,1.606,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,969,truck,truck,truck,1,1,1.337,0.0002845
claude_opus,anthropic/claude-opus-5,defocus_blur,4,960,truck,truck,truck,1,1,4.219,0.00083
kimi,moonshotai/kimi-k3,defocus_blur,4,967,truck,ship,ship,1,0,2.021,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,970,truck,bird,bird,1,0,0.792,8.2e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,969,truck,truck,truck,1,1,2.475,0.000505
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,970,truck,ship,ship,1,0,1.091,0.00016
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,969,truck,airplane,airplane,1,0,2.432,0.00016
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,970,truck,truck,truck,1,1,0.944,1.6e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,970,truck,truck,truck,1,1,1.237,0.00015
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,969,truck,truck,truck,1,1,2.695,0.000202
grok,x-ai/grok-4.3,defocus_blur,4,970,truck,ship,ship,1,0,0.959,8.965e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,967,truck,truck,truck,1,1,3.986,0.000755
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,970,truck,truck,truck,1,1,1.34,0.0002845
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,969,truck,automobile,automobile,1,0,2.762,0.000172
grok,x-ai/grok-4.3,defocus_blur,4,979,truck,frog,frog,1,0,0.611,8.965e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,979,truck,truck,truck,1,1,1.035,0.00015
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,979,truck,automobile,automobile,1,0,0.987,0.000172
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,979,truck,automobile,automobile,1,0,0.997,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,979,truck,bird,bird,1,0,1.159,8.2e-05
kimi,moonshotai/kimi-k3,defocus_blur,4,979,truck,truck,truck,1,1,0.846,0.00034485
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,970,truck,truck,truck,1,1,2.752,0.000202
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,981,truck,airplane,airplane,1,0,0.735,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,979,truck,truck,truck,1,1,1.55,0.0002845
grok,x-ai/grok-4.3,defocus_blur,4,981,truck,ship,ship,1,0,0.712,8.965e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,981,truck,ship,ship,1,0,0.94,0.00016
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,981,truck,ship,ship,1,0,1.077,1.6e-05
kimi,moonshotai/kimi-k3,defocus_blur,4,981,truck,truck,truck,1,1,0.891,0.00034485
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,981,truck,truck,truck,1,1,1.25,0.0002845
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,981,truck,automobile,automobile,1,0,1.414,0.00016
claude_opus,anthropic/claude-opus-5,defocus_blur,4,981,truck,truck,truck,1,1,2.083,0.000505
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1008,truck,cat,cat,1,0,0.746,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,979,truck,truck,truck,1,1,2.992,0.000202
claude_opus,anthropic/claude-opus-5,defocus_blur,4,970,truck,truck,truck,1,1,4.403,0.000755
kimi,moonshotai/kimi-k3,defocus_blur,4,970,truck,truck,truck,1,1,3.542,0.000399
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1008,truck,cat,cat,1,0,0.779,0.00016
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1008,truck,ship,ship,1,0,1.034,0.00015
grok,x-ai/grok-4.3,defocus_blur,4,1008,truck,ship,ship,1,0,0.751,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,981,truck,truck,truck,1,1,2.795,0.000202
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1008,truck,automobile,automobile,1,0,1.436,1.72e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,969,truck,truck,truck,1,1,5.88,1.6e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,979,truck,truck,truck,1,1,4.179,0.00083
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1060,truck,bird,bird,1,0,0.806,8.2e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1060,truck,truck,truck,1,1,0.858,0.00015
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1008,truck,truck,truck,1,1,1.565,0.0002845
grok,x-ai/grok-4.3,defocus_blur,4,1060,truck,ship,ship,1,0,0.599,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1060,truck,truck,truck,1,1,0.99,1.6e-05
kimi,moonshotai/kimi-k3,defocus_blur,4,1008,truck,"Uninterpretable at that resolution, but the most likely label is **dog**.","uninterpretable at that resolution, but the most likely label is **dog**.",0,0,1.756,0.00054435
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1060,truck,automobile,automobile,1,0,1.453,0.000172
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1060,truck,truck,truck,1,1,1.223,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1064,truck,dog,dog,1,0,0.791,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1008,truck,cat,cat,1,0,2.961,0.000202
grok,x-ai/grok-4.3,defocus_blur,4,884,truck,automobile,automobile,1,0,15.391,9.215e-05
kimi,moonshotai/kimi-k3,defocus_blur,4,1060,truck,automobile,automobile,1,0,1.01,0.00034485
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1064,truck,cat,cat,1,0,1.035,0.00016
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1064,truck,dog,dog,1,0,1.035,1.6e-05
grok,x-ai/grok-4.3,defocus_blur,4,938,truck,frog,frog,1,0,12.155,8.965e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1064,truck,bird,bird,1,0,1.328,0.00015
kimi,moonshotai/kimi-k3,defocus_blur,4,1064,truck,dog,dog,1,0,0.887,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1066,truck,dog,dog,1,0,0.771,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1064,truck,truck,truck,1,1,1.474,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1060,truck,truck,truck,1,1,2.786,0.000202
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1066,truck,automobile,automobile,1,0,1.031,0.00016
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1066,truck,frog,frog,1,0,1.102,0.00016
grok,x-ai/grok-4.3,defocus_blur,4,1066,truck,ship,ship,1,0,0.653,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1066,truck,automobile,automobile,1,0,1.295,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1068,truck,truck,truck,1,1,0.757,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1066,truck,truck,truck,1,1,1.469,0.0002845
claude_opus,anthropic/claude-opus-5,defocus_blur,4,1008,truck,bird,bird,1,0,4.85,0.001455
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1064,truck,automobile,automobile,1,0,2.763,0.000212
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1068,truck,automobile,automobile,1,0,0.902,0.000172
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1068,truck,truck,truck,1,1,1.068,0.00015
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1066,truck,truck,truck,1,1,2.319,0.000202
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1068,truck,truck,truck,1,1,1.125,1.6e-05
kimi,moonshotai/kimi-k3,defocus_blur,4,969,truck,truck,truck,1,1,8.968,0.000399
kimi,moonshotai/kimi-k3,defocus_blur,4,1068,truck,truck,truck,1,1,0.93,0.00034485
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1082,truck,ship,ship,1,0,0.755,8.2e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,1060,truck,truck,truck,1,1,4.662,0.00093
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1068,truck,truck,truck,1,1,1.582,0.0002845
grok,x-ai/grok-4.3,defocus_blur,4,1068,truck,ship,ship,1,0,1.156,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1082,truck,truck,truck,1,1,0.685,1.6e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1082,truck,automobile,automobile,1,0,1.079,0.000172
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1082,truck,truck,truck,1,1,1.219,0.00015
claude_opus,anthropic/claude-opus-5,defocus_blur,4,1064,truck,dog,dog,1,0,4.39,0.00118
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1068,truck,truck,truck,1,1,2.697,0.000202
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1104,truck,bird,bird,1,0,0.733,8.2e-05
grok,x-ai/grok-4.3,defocus_blur,4,960,truck,ship,ship,1,0,12.201,8.965e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1082,truck,truck,truck,1,1,1.403,0.0002845
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1104,truck,automobile,automobile,1,0,1.014,0.000172
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1104,truck,automobile,automobile,1,0,0.824,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,1066,truck,truck,truck,1,1,4.36,0.000955
grok,x-ai/grok-4.3,defocus_blur,4,1104,truck,dog,dog,1,0,0.753,8.965e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1104,truck,truck,truck,1,1,1.436,0.00015
kimi,moonshotai/kimi-k3,defocus_blur,4,1104,truck,truck,truck,1,1,0.864,0.00034485
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1106,truck,truck,truck,1,1,0.747,8.2e-05
grok,x-ai/grok-4.3,defocus_blur,4,1082,truck,ship,ship,1,0,2.117,8.965e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1104,truck,truck,truck,1,1,1.438,0.0002845
claude_opus,anthropic/claude-opus-5,defocus_blur,4,1068,truck,truck,truck,1,1,4.175,0.000905
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1106,truck,automobile,automobile,1,0,0.727,1.72e-05
grok,x-ai/grok-4.3,defocus_blur,4,1106,truck,cat,cat,1,0,0.762,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1082,truck,ship,ship,1,0,3.178,0.000202
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1106,truck,truck,truck,1,1,1.183,0.00015
kimi,moonshotai/kimi-k3,defocus_blur,4,1066,truck,truck,truck,1,1,4.701,0.000399
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1106,truck,automobile,automobile,1,0,1.212,0.000172
claude_opus,anthropic/claude-opus-5,defocus_blur,4,1082,truck,truck,truck,1,1,3.535,0.00083
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1114,truck,truck,truck,1,1,0.852,8.2e-05
kimi,moonshotai/kimi-k3,defocus_blur,4,1106,truck,truck,truck,1,1,1.162,0.00034485
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1106,truck,truck,truck,1,1,1.412,0.0002845
grok,x-ai/grok-4.3,defocus_blur,4,1114,truck,ship,ship,1,0,0.582,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1114,truck,truck,truck,1,1,0.93,1.6e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1114,truck,ship,ship,1,0,1.12,0.00016
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1136,truck,bird,bird,1,0,0.755,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1114,truck,truck,truck,1,1,1.286,0.0002845
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1114,truck,truck,truck,1,1,1.523,0.00015
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1136,truck,automobile,automobile,1,0,0.838,0.000172
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1106,truck,truck,truck,1,1,2.899,0.000202
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1136,truck,automobile,automobile,1,0,0.869,1.72e-05
grok,x-ai/grok-4.3,defocus_blur,4,1136,truck,ship,ship,1,0,0.573,8.965e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1136,truck,automobile,automobile,1,0,1.155,0.00016
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1104,truck,automobile,automobile,1,0,4.176,0.000212
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1114,truck,truck,truck,1,1,2.653,0.000202
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1155,truck,truck,truck,1,1,0.793,8.2e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1155,truck,automobile,automobile,1,0,0.806,0.000172
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1136,truck,truck,truck,1,1,1.442,0.0002845
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1155,truck,truck,truck,1,1,1.0,0.00015
grok,x-ai/grok-4.3,defocus_blur,4,1155,truck,truck,truck,1,1,0.652,8.965e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,1104,truck,truck,truck,1,1,4.882,0.000905
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1155,truck,truck,truck,1,1,0.955,1.6e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,1106,truck,truck,truck,1,1,4.171,0.000755
kimi,moonshotai/kimi-k3,defocus_blur,4,1155,truck,truck,truck,1,1,0.829,0.00034485
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1136,truck,truck,truck,1,1,2.706,0.000202
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1155,truck,truck,truck,1,1,1.498,0.0002845
grok,x-ai/grok-4.3,defocus_blur,4,1171,truck,ship,ship,1,0,0.602,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1171,truck,truck,truck,1,1,0.961,8.2e-05
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1171,truck,automobile,automobile,1,0,0.919,0.000172
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1171,truck,automobile,automobile,1,0,0.905,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,1136,truck,truck,truck,1,1,3.339,0.000755
kimi,moonshotai/kimi-k3,defocus_blur,4,1171,truck,automobile,automobile,1,0,0.888,0.00034485
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1155,truck,truck,truck,1,1,2.448,0.000202
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1171,truck,truck,truck,1,1,1.478,0.00015
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1175,truck,truck,truck,1,1,0.733,8.2e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1171,truck,truck,truck,1,1,1.407,0.0002845
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1175,truck,truck,truck,1,1,0.92,0.00016
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1175,truck,automobile,automobile,1,0,1.021,1.72e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,1171,truck,truck,truck,1,1,2.263,0.000505
kimi,moonshotai/kimi-k3,defocus_blur,4,1136,truck,truck,truck,1,1,3.347,0.000339
grok,x-ai/grok-4.3,defocus_blur,4,1175,truck,ship,ship,1,0,0.781,8.965e-05
claude_opus,anthropic/claude-opus-5,defocus_blur,4,1114,truck,truck,truck,1,1,5.172,0.00133
kimi,moonshotai/kimi-k3,defocus_blur,4,1082,truck,ship,ship,1,0,7.033,0.000384
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1177,truck,truck,truck,1,1,0.707,8.2e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1175,truck,truck,truck,1,1,1.383,0.00015
kimi,moonshotai/kimi-k3,defocus_blur,4,1175,truck,truck,truck,1,1,1.057,0.00034485
grok,x-ai/grok-4.3,defocus_blur,4,1177,truck,automobile,automobile,1,0,0.573,9.215e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1175,truck,truck,truck,1,1,1.67,0.0002845
claude_opus,anthropic/claude-opus-5,defocus_blur,4,1155,truck,truck,truck,1,1,3.938,0.000855
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1171,truck,truck,truck,1,1,2.915,0.000202
kimi,moonshotai/kimi-k3,defocus_blur,4,1177,truck,truck,truck,1,1,0.855,0.00034485
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1177,truck,automobile,automobile,1,0,1.059,0.000172
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1199,truck,airplane,airplane,1,0,0.871,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,defocus_blur,4,1175,truck,truck,truck,1,1,2.49,0.000202
grok,x-ai/grok-4.3,defocus_blur,4,1199,truck,ship,ship,1,0,0.559,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1177,truck,car,car,0,0,1.351,1.6e-05
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1177,truck,truck,truck,1,1,1.375,0.0002845
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1199,truck,automobile,automobile,1,0,0.795,1.72e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1199,truck,airplane,airplane,1,0,1.23,0.00016
gpt_terra,openai/gpt-5.6-terra,defocus_blur,4,1199,truck,ship,ship,1,0,1.051,0.00016
claude_haiku,anthropic/claude-haiku-4.5,defocus_blur,4,1220,truck,deer,deer,1,0,0.749,8.2e-05
gpt_sol,openai/gpt-5.6-sol,defocus_blur,4,1177,truck,automobile,automobile,1,0,2.139,0.00016
gemini,google/gemini-3.1-flash-lite,defocus_blur,4,1199,truck,truck,truck,1,1,1.198,0.0002845
grok,x-ai/grok-4.3,defocus_blur,4,1220,truck,ship,ship,1,0,0.604,8.965e-05
gpt_luna,openai/gpt-5.6-luna,defocus_blur,4,1220,truck,frog,frog,1,0,0.821,1.6e-05
