model,model_id,blur_type,severity,image_id,true_label,raw_response,prediction,valid_response,correct,latency_seconds,cost_usd
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1217,deer,bird,bird,1,0,1.013,0.00016
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1217,deer,deer,deer,1,1,1.142,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,4,1217,deer,dog,dog,1,0,0.813,0.0003306
claude_opus,anthropic/claude-opus-5,glass_blur,4,1194,deer,bird,bird,1,0,3.903,0.00108
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1233,deer,horse,horse,1,0,0.804,8.2e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1233,deer,bird,bird,1,0,0.805,0.00016
kimi,moonshotai/kimi-k3,glass_blur,4,1085,deer,frog,frog,1,0,11.024,0.000384
grok,x-ai/grok-4.3,glass_blur,4,1233,deer,ship,ship,1,0,0.768,8.965e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1233,deer,horse,horse,1,0,1.143,0.00015
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1186,deer,deer,deer,1,1,5.212,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1217,deer,cat,cat,1,0,2.504,0.000202
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1233,deer,frog,frog,1,0,1.361,1.6e-05
claude_opus,anthropic/claude-opus-5,glass_blur,4,1207,deer,bird,bird,1,0,3.708,0.001055
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1249,deer,bird,bird,1,0,0.768,8.2e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1249,deer,frog,frog,1,0,0.723,0.00016
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1233,deer,ship,ship,1,0,1.432,0.0002845
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1249,deer,frog,frog,1,0,0.738,1.6e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1249,deer,bird,bird,1,0,0.864,0.00015
grok,x-ai/grok-4.3,glass_blur,4,1249,deer,frog,frog,1,0,0.562,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1233,deer,horse,horse,1,0,2.304,0.000202
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1249,deer,deer,deer,1,1,1.188,0.0002845
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1255,deer,frog,frog,1,0,0.781,0.00016
grok,x-ai/grok-4.3,glass_blur,4,1255,deer,ship,ship,1,0,0.603,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1255,deer,bird,bird,1,0,0.965,8.2e-05
kimi,moonshotai/kimi-k3,glass_blur,4,1233,deer,truck,truck,1,0,2.137,0.000339
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1255,deer,deer,deer,1,1,0.919,1.72e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1249,deer,dog,dog,1,0,2.426,0.000202
claude_opus,anthropic/claude-opus-5,glass_blur,4,1217,deer,dog,dog,1,0,4.553,0.00138
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1267,deer,dog,dog,1,0,0.819,8.2e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1255,deer,deer,deer,1,1,1.688,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1267,deer,deer,deer,1,1,0.709,1.72e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1267,deer,bird,bird,1,0,0.945,0.00015
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1255,deer,deer,deer,1,1,1.694,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1255,deer,bird,bird,1,0,2.19,0.000202
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1267,deer,frog,frog,1,0,1.109,0.00016
grok,x-ai/grok-4.3,glass_blur,4,1267,deer,horse,horse,1,0,0.547,8.965e-05
kimi,moonshotai/kimi-k3,glass_blur,4,1267,deer,deer,deer,1,1,0.799,0.0003306
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1267,deer,deer,deer,1,1,1.148,0.0002845
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1272,deer,dog,dog,1,0,0.954,0.00015
claude_opus,anthropic/claude-opus-5,glass_blur,4,1233,deer,horse,horse,1,0,4.556,0.00158
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1272,deer,cat,cat,1,0,0.77,1.6e-05
kimi,moonshotai/kimi-k3,glass_blur,4,1145,deer,cat,cat,1,0,9.734,0.000384
grok,x-ai/grok-4.3,glass_blur,4,1272,deer,ship,ship,1,0,0.495,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1272,deer,frog,frog,1,0,0.93,0.00016
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1272,deer,bird,bird,1,0,1.478,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1267,deer,deer,deer,1,1,2.547,0.000202
kimi,moonshotai/kimi-k3,glass_blur,4,1272,deer,deer,deer,1,1,0.772,0.0003306
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1272,deer,dog,dog,1,0,1.308,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1292,deer,dog,dog,1,0,0.816,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,4,1249,deer,frog,frog,1,0,4.729,0.001405
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1292,deer,horse,horse,1,0,0.856,0.00015
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1292,deer,deer,deer,1,1,0.764,1.72e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1292,deer,frog,frog,1,0,0.853,0.00016
grok,x-ai/grok-4.3,glass_blur,4,1292,deer,frog,frog,1,0,0.531,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1272,deer,dog,dog,1,0,2.362,0.000202
kimi,moonshotai/kimi-k3,glass_blur,4,1292,deer,bird,bird,1,0,0.761,0.0003306
kimi,moonshotai/kimi-k3,glass_blur,4,1255,deer,deer,deer,1,1,3.64,0.000384
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1293,deer,bird,bird,1,0,0.828,8.2e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1293,deer,frog,frog,1,0,0.77,1.6e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1292,deer,frog,frog,1,0,1.285,0.0002845
grok,x-ai/grok-4.3,glass_blur,4,1293,deer,cat,cat,1,0,0.517,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1293,deer,frog,frog,1,0,0.902,0.00016
kimi,moonshotai/kimi-k3,glass_blur,4,1186,deer,ship,ship,1,0,9.864,0.000384
claude_opus,anthropic/claude-opus-5,glass_blur,4,1267,deer,deer,deer,1,1,4.283,0.00113
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1293,deer,deer,deer,1,1,1.257,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1292,deer,horse,horse,1,0,2.311,0.000202
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1293,deer,deer,deer,1,1,1.319,0.0002845
claude_opus,anthropic/claude-opus-5,glass_blur,4,1255,deer,bird,bird,1,0,5.598,0.002405
grok,x-ai/grok-4.3,glass_blur,4,1300,deer,frog,frog,1,0,0.517,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1300,deer,frog,frog,1,0,0.887,1.6e-05
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1300,deer,cat,cat,1,0,0.966,8.2e-05
kimi,moonshotai/kimi-k3,glass_blur,4,1207,deer,bird,bird,1,0,8.727,0.000384
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1300,deer,deer,deer,1,1,1.087,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1293,deer,frog,frog,1,0,2.191,0.000202
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1300,deer,frog,frog,1,0,1.261,0.00016
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1303,deer,dog,dog,1,0,0.722,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1300,deer,frog,frog,1,0,1.455,0.0002845
grok,x-ai/grok-4.3,glass_blur,4,1303,deer,frog,frog,1,0,0.642,8.965e-05
claude_opus,anthropic/claude-opus-5,glass_blur,4,1272,deer,horse,horse,1,0,4.639,0.00143
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1303,deer,frog,frog,1,0,0.893,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1303,deer,deer,deer,1,1,0.938,1.72e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1303,deer,bird,bird,1,0,1.025,0.00015
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1303,deer,deer,deer,1,1,1.231,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,4,1249,deer,frog,frog,1,0,7.097,0.000384
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1304,deer,ship,ship,1,0,0.758,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,4,1292,deer,horse,horse,1,0,4.323,0.001305
grok,x-ai/grok-4.3,glass_blur,4,1304,deer,ship,ship,1,0,0.609,8.965e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1300,deer,frog,frog,1,0,2.61,0.000202
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1304,deer,frog,frog,1,0,0.806,1.6e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1304,deer,frog,frog,1,0,0.98,0.00016
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1304,deer,deer,deer,1,1,1.314,0.00016
kimi,moonshotai/kimi-k3,glass_blur,4,1304,deer,deer,deer,1,1,0.929,0.0003306
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1303,deer,bird,bird,1,0,2.538,0.000202
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1304,deer,frog,frog,1,0,1.267,0.0002845
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1315,deer,bird,bird,1,0,0.856,0.00016
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1315,deer,bird,bird,1,0,0.984,8.2e-05
kimi,moonshotai/kimi-k3,glass_blur,4,1293,deer,frog,frog,1,0,3.983,0.000384
grok,x-ai/grok-4.3,glass_blur,4,1315,deer,ship,ship,1,0,0.534,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1145,deer,frog,frog,1,0,15.168,1.6e-05
claude_opus,anthropic/claude-opus-5,glass_blur,4,1293,deer,deer,deer,1,1,4.798,0.001555
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1315,deer,deer,deer,1,1,1.198,0.00016
claude_opus,anthropic/claude-opus-5,glass_blur,4,1300,deer,frog,frog,1,0,4.319,0.00118
kimi,moonshotai/kimi-k3,glass_blur,4,1315,deer,dog,dog,1,0,0.865,0.0003306
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1315,deer,bird,bird,1,0,1.382,1.6e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1315,deer,airplane,airplane,1,0,1.39,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1304,deer,cat,cat,1,0,2.624,0.000202
grok,x-ai/grok-4.3,glass_blur,4,1324,deer,ship,ship,1,0,0.624,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1324,deer,bird,bird,1,0,0.747,1.6e-05
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1324,deer,cat,cat,1,0,0.967,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,4,1303,deer,deer,deer,1,1,3.951,0.001105
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1315,deer,frog,frog,1,0,2.067,0.000202
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1324,deer,frog,frog,1,0,0.97,0.00016
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1324,deer,bird,bird,1,0,1.259,0.00015
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1336,deer,frog,frog,1,0,0.783,8.7e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1324,deer,deer,deer,1,1,1.219,0.0002845
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1336,deer,frog,frog,1,0,0.758,0.00016
grok,x-ai/grok-4.3,glass_blur,4,1336,deer,frog,frog,1,0,0.581,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1336,deer,frog,frog,1,0,0.898,1.6e-05
kimi,moonshotai/kimi-k3,glass_blur,4,1336,deer,bird,bird,1,0,0.801,0.0003306
kimi,moonshotai/kimi-k3,glass_blur,4,1300,deer,dog,dog,1,0,5.198,0.000384
kimi,moonshotai/kimi-k3,glass_blur,4,1303,deer,deer,deer,1,1,4.345,0.000384
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1341,deer,frog,frog,1,0,0.883,8.7e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1341,deer,deer,deer,1,1,0.832,0.00016
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1336,deer,deer,deer,1,1,1.348,0.0002845
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1336,deer,deer,deer,1,1,1.566,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1324,deer,bird,bird,1,0,2.534,0.000202
grok,x-ai/grok-4.3,glass_blur,4,1341,deer,ship,ship,1,0,0.497,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1341,deer,frog,frog,1,0,0.912,1.6e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1341,deer,frog,frog,1,0,1.342,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1336,deer,dog,dog,1,0,2.218,0.000202
grok,x-ai/grok-4.3,glass_blur,4,1345,deer,frog,frog,1,0,0.523,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1345,deer,frog,frog,1,0,0.756,8.7e-05
claude_opus,anthropic/claude-opus-5,glass_blur,4,1336,deer,dog,dog,1,0,2.443,0.000505
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1345,deer,frog,frog,1,0,0.774,1.6e-05
kimi,moonshotai/kimi-k3,glass_blur,4,1341,deer,frog,frog,1,0,1.202,0.000324
claude_opus,anthropic/claude-opus-5,glass_blur,4,1304,deer,frog,frog,1,0,5.222,0.001405
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1341,deer,deer,deer,1,1,1.58,0.0002845
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1345,deer,frog,frog,1,0,0.887,0.00016
kimi,moonshotai/kimi-k3,glass_blur,4,1345,deer,deer,deer,1,1,0.856,0.0003306
kimi,moonshotai/kimi-k3,glass_blur,4,1324,deer,frog,frog,1,0,3.033,0.000324
claude_opus,anthropic/claude-opus-5,glass_blur,4,1315,deer,bird,bird,1,0,4.523,0.00128
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1345,deer,frog,frog,1,0,1.209,0.00015
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1345,deer,deer,deer,1,1,1.297,0.0002845
grok,x-ai/grok-4.3,glass_blur,4,1350,deer,ship,ship,1,0,0.476,8.965e-05
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1350,deer,cat,cat,1,0,0.783,8.2e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1341,deer,I don't see an actual image provided - just a text description placeholder. Could you please share the actual image file so I can classify it into one of the CIFAR-10 categories?,i don't see an actual image provided - just a text description placeholder. could you please share the actual image file so i can classify it into one of the cifar-10 categories?,0,0,2.631,0.000692
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1350,deer,frog,frog,1,0,0.776,1.6e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1350,deer,frog,frog,1,0,1.009,0.00016
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1364,deer,bird,bird,1,0,0.757,8.2e-05
grok,x-ai/grok-4.3,glass_blur,4,1364,deer,ship,ship,1,0,0.515,8.965e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1350,deer,deer,deer,1,1,1.311,0.00016
claude_opus,anthropic/claude-opus-5,glass_blur,4,1324,deer,bird,bird,1,0,4.627,0.001455
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1364,deer,deer,deer,1,1,0.77,1.72e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1350,deer,deer,deer,1,1,1.38,0.0002845
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1364,deer,deer,deer,1,1,1.072,0.000172
kimi,moonshotai/kimi-k3,glass_blur,4,1364,deer,horse,horse,1,0,0.916,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1375,deer,horse,horse,1,0,0.756,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1364,deer,deer,deer,1,1,1.276,0.0002845
grok,x-ai/grok-4.3,glass_blur,4,1375,deer,dog,dog,1,0,0.419,8.965e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1375,deer,deer,deer,1,1,0.815,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1345,deer,horse,horse,1,0,2.833,0.000202
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1364,deer,deer,deer,1,1,1.819,0.00016
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1375,deer,frog,frog,1,0,1.03,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1375,deer,bird,bird,1,0,1.175,1.6e-05
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1380,deer,cat,cat,1,0,0.782,8.2e-05
kimi,moonshotai/kimi-k3,glass_blur,4,1350,deer,deer,deer,1,1,2.552,0.000384
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1380,deer,frog,frog,1,0,0.779,0.00016
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1375,deer,deer,deer,1,1,1.375,0.0002845
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1380,deer,deer,deer,1,1,0.691,1.72e-05
claude_opus,anthropic/claude-opus-5,glass_blur,4,1341,deer,frog,frog,1,0,4.64,0.001305
grok,x-ai/grok-4.3,glass_blur,4,1380,deer,frog,frog,1,0,0.542,8.965e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1380,deer,bird,bird,1,0,1.102,0.00015
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1364,deer,bird,bird,1,0,2.743,0.000202
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1375,deer,deer,deer,1,1,2.071,0.000202
claude_opus,anthropic/claude-opus-5,glass_blur,4,1345,deer,deer,deer,1,1,3.959,0.00128
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1393,deer,cat,cat,1,0,0.739,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1380,deer,deer,deer,1,1,1.314,0.0002845
grok,x-ai/grok-4.3,glass_blur,4,1393,deer,bird,bird,1,0,0.513,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1393,deer,cat,cat,1,0,0.873,0.00016
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1393,deer,deer,deer,1,1,1.103,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1393,deer,frog,frog,1,0,1.116,1.6e-05
kimi,moonshotai/kimi-k3,glass_blur,4,1393,deer,deer,deer,1,1,0.918,0.0003306
claude_opus,anthropic/claude-opus-5,glass_blur,4,1350,deer,frog,frog,1,0,4.323,0.001405
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1350,deer,frog,frog,1,0,4.379,0.000202
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1393,deer,cat,cat,1,0,1.339,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1380,deer,horse,horse,1,0,2.366,0.000202
kimi,moonshotai/kimi-k3,glass_blur,4,1375,deer,deer,deer,1,1,2.726,0.000384
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1401,deer,bird,bird,1,0,0.811,8.2e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1401,deer,frog,frog,1,0,0.933,1.6e-05
claude_opus,anthropic/claude-opus-5,glass_blur,4,1364,deer,deer,deer,1,1,4.439,0.001355
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1401,deer,frog,frog,1,0,1.094,0.00016
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1401,deer,bird,bird,1,0,1.122,0.00015
grok,x-ai/grok-4.3,glass_blur,4,1401,deer,bird,bird,1,0,1.011,8.965e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1401,deer,deer,deer,1,1,1.213,0.0002845
grok,x-ai/grok-4.3,glass_blur,4,1420,deer,horse,horse,1,0,0.488,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1420,deer,deer,deer,1,1,0.836,1.72e-05
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1420,deer,dog,dog,1,0,0.943,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,4,1393,deer,dog,dog,1,0,2.547,0.000505
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1420,deer,frog,frog,1,0,0.973,0.00016
claude_opus,anthropic/claude-opus-5,glass_blur,4,1375,deer,deer,deer,1,1,4.456,0.001355
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1420,deer,deer,deer,1,1,1.167,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1401,deer,bird,bird,1,0,2.281,0.000202
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1393,deer,cat,cat,1,0,2.794,0.000202
kimi,moonshotai/kimi-k3,glass_blur,4,1420,deer,dog,dog,1,0,0.996,0.0003306
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1420,deer,bird,bird,1,0,1.236,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,4,1401,deer,bird,bird,1,0,1.905,0.000324
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1423,deer,ship,ship,1,0,0.858,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,4,1380,deer,bird,bird,1,0,4.248,0.00158
grok,x-ai/grok-4.3,glass_blur,4,1423,deer,ship,ship,1,0,0.716,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1423,deer,frog,frog,1,0,0.891,0.00016
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1423,deer,airplane,airplane,1,0,0.96,0.00016
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1425,deer,bird,bird,1,0,0.717,8.2e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1423,deer,deer,deer,1,1,1.148,0.0002845
kimi,moonshotai/kimi-k3,glass_blur,4,1380,deer,cat,cat,1,0,3.873,0.000384
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1425,deer,deer,deer,1,1,0.818,0.00016
kimi,moonshotai/kimi-k3,glass_blur,4,1423,deer,deer,deer,1,1,1.138,0.000324
grok,x-ai/grok-4.3,glass_blur,4,1425,deer,ship,ship,1,0,0.524,8.965e-05
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1423,deer,airplane,airplane,1,0,1.283,1.72e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1425,deer,cat,cat,1,0,0.763,0.00016
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1425,deer,frog,frog,1,0,0.92,1.6e-05
grok,x-ai/grok-4.3,glass_blur,4,1431,deer,frog,frog,1,0,0.472,8.965e-05
kimi,moonshotai/kimi-k3,glass_blur,4,1425,deer,cat,cat,1,0,0.989,0.0003306
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1431,deer,frog,frog,1,0,0.793,8.7e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1420,deer,dog,dog,1,0,2.858,0.000202
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1431,deer,frog,frog,1,0,0.823,1.6e-05
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1423,deer,horse,horse,1,0,2.397,0.000202
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1425,deer,horse,horse,1,0,1.403,0.0002845
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1431,deer,frog,frog,1,0,0.98,0.00016
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1431,deer,deer,deer,1,1,1.27,0.00016
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1431,deer,deer,deer,1,1,1.216,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1441,deer,bird,bird,1,0,0.757,8.2e-05
grok,x-ai/grok-4.3,glass_blur,4,1441,deer,horse,horse,1,0,0.577,8.965e-05
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1441,deer,deer,deer,1,1,0.935,0.000172
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1441,deer,deer,deer,1,1,0.932,1.72e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1441,deer,deer,deer,1,1,1.076,0.00016
claude_opus,anthropic/claude-opus-5,glass_blur,4,1401,deer,bird,bird,1,0,4.922,0.00153
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1425,deer,frog,frog,1,0,2.66,0.000202
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1443,deer,deer,deer,1,1,0.834,8.2e-05
grok,x-ai/grok-4.3,glass_blur,4,1443,deer,dog,dog,1,0,0.501,8.965e-05
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1441,deer,deer,deer,1,1,1.288,0.0002845
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1431,deer,frog,frog,1,0,2.605,0.000202
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1443,deer,cat,cat,1,0,0.845,1.6e-05
kimi,moonshotai/kimi-k3,glass_blur,4,1443,deer,airplane,airplane,1,0,0.848,0.00034485
claude_opus,anthropic/claude-opus-5,glass_blur,4,1420,deer,horse,horse,1,0,4.869,0.00188
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1443,deer,frog,frog,1,0,1.381,0.00016
gemini,google/gemini-3.1-flash-lite,glass_blur,4,1443,deer,deer,deer,1,1,1.273,0.0002845
claude_haiku,anthropic/claude-haiku-4.5,glass_blur,4,1448,deer,bird,bird,1,0,0.751,8.2e-05
claude_opus,anthropic/claude-opus-5,glass_blur,4,1423,deer,horse,horse,1,0,4.741,0.00118
gpt_terra,openai/gpt-5.6-terra,glass_blur,4,1448,deer,frog,frog,1,0,0.793,0.00016
claude_sonnet,anthropic/claude-sonnet-5,glass_blur,4,1441,deer,dog,dog,1,0,2.671,0.000202
grok,x-ai/grok-4.3,glass_blur,4,1448,deer,ship,ship,1,0,0.532,8.965e-05
kimi,moonshotai/kimi-k3,glass_blur,4,1431,deer,frog,frog,1,0,3.108,0.000384
gpt_luna,openai/gpt-5.6-luna,glass_blur,4,1448,deer,deer,deer,1,1,0.784,1.72e-05
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1443,deer,deer,deer,1,1,1.93,0.00016
claude_opus,anthropic/claude-opus-5,glass_blur,4,1431,deer,bird,bird,1,0,3.652,0.00163
kimi,moonshotai/kimi-k3,glass_blur,4,1441,deer,frog,frog,1,0,2.384,0.000384
gpt_sol,openai/gpt-5.6-sol,glass_blur,4,1448,deer,deer,deer,1,1,1.169,0.00016
